C.eo content.tsv
Level	Esperanto	eo	en-us	Grupo	Alternativoj	Pronoco
level	rapidege	rapidege	very quickly	grupo	alternativoj	prononco
level	servo	servo	service, a service	grupo	alternativoj	prononco
level	konsideri	konsideri	to consider	grupo	alternativoj	prononco
level	promenejo	promenejo	a promenade	grupo	alternativoj	prononco
level	komenciĝi	komenciĝi	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	plibeligi	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	perdigi	to make to get lost	grupo	alternativoj	prononco
level	ordigi	ordigi	to make ordered	grupo	alternativoj	prononco
level	maristo	maristo	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	neinteresa	not interesting	grupo	alternativoj	prononco
level	naturaĵo	naturaĵo	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	fariĝi ~	to become ~	grupo	alternativoj	prononco
level	multpieda	multpieda	many-footed	grupo	alternativoj	prononco
level	moviĝi	moviĝi	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	konatiĝi (kun)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	morgaŭa	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	ekzameni	to examine	grupo	alternativoj	prononco
level	malŝati	malŝati	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	plenigi	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	malĝoja	sad	grupo	alternativoj	prononco
level	frosto	frosto	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	manplato	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	maltrankvila	anxious	grupo	alternativoj	prononco
level	respubliko	respubliko	a republic	grupo	alternativoj	prononco
level	malseka	malseka	wet	grupo	alternativoj	prononco
level	malsaniĝi	malsaniĝi	to become ill	grupo	alternativoj	prononco
level	aliĝi	aliĝi	to join	grupo	alternativoj	prononco
level	malplaĉa	malplaĉa	uncomfortable	grupo	alternativoj	prononco
level	malofte	malofte	rarely	grupo	alternativoj	prononco
level	malmulto	malmulto	few	grupo	alternativoj	prononco
level	rezignigi	rezignigi	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	filmo	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	malmulte	in few	grupo	alternativoj	prononco
level	terni	terni	to sneeze	grupo	alternativoj	prononco
level	fermigi	fermigi	to make to close	grupo	alternativoj	prononco
level	malkontentigi	malkontentigi	to annoy	grupo	alternativoj	prononco
level	malfrui	malfrui	to be late	grupo	alternativoj	prononco
level	malforta	malforta	weak	grupo	alternativoj	prononco
level	fermiĝi	fermiĝi	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	malfacila	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	alkoholaĵo	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	difini	to define	grupo	alternativoj	prononco
level	malagrabla	malagrabla	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	anstataŭigi	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	laboristo	a worker	grupo	alternativoj	prononco
level	koncerni	koncerni	to concern	grupo	alternativoj	prononco
level	sciigi	sciigi	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	planti	to plant	grupo	alternativoj	prononco
level	politiko	politiko	a policy, politics	grupo	alternativoj	prononco
level	kunporti	kunporti	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	amikiĝi (kun ~)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	korpoforto	physical strength	grupo	alternativoj	prononco
level	klarigo	klarigo	an explanation	grupo	alternativoj	prononco
level	dividi	dividi	to divide, to share	grupo	alternativoj	prononco
level	armi	armi	to arm	grupo	alternativoj	prononco
level	karulino	karulino	a darling	grupo	alternativoj	prononco
level	intervidiĝi	intervidiĝi	to see each other	grupo	alternativoj	prononco
level	instruistino	instruistino	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	ŝlosilo	a key	grupo	alternativoj	prononco
level	ideoriĉa	ideoriĉa	imaginative	grupo	alternativoj	prononco
level	falsi	falsi	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	ŝuoj	shoes	grupo	alternativoj	prononco
level	homformo	homformo	a form of a person	grupo	alternativoj	prononco
level	scipovi	scipovi	to know how	grupo	alternativoj	prononco
level	haltigi	haltigi	to cause stop	grupo	alternativoj	prononco
level	spezi	spezi	to transact money	grupo	alternativoj	prononco
level	grandula	grandula	giant's	grupo	alternativoj	prononco
level	grafino	grafino	a countess	grupo	alternativoj	prononco
level	supra	supra	upper	grupo	alternativoj	prononco
level	gondolisto	gondolisto	a gondolist	grupo	alternativoj	prononco
level	paŭzi	paŭzi	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	gefrato	siblings	grupo	alternativoj	prononco
level	sandviĉo	sandviĉo	a sandwich	grupo	alternativoj	prononco
level	knedi	knedi	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	fuŝparoli	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	ekzerci	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	fine	at the end	grupo	alternativoj	prononco
level	verŝajne	verŝajne	probably, apparently	grupo	alternativoj	prononco
level	familiano	familiano	a family member	grupo	alternativoj	prononco
level	energio	energio	an energy	grupo	alternativoj	prononco
level	faligi	faligi	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	aparato	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	informo	an information	grupo	alternativoj	prononco
level	eniri	eniri	to go in	grupo	alternativoj	prononco
level	saluton!	saluton!	hello!	grupo	alternativoj	prononco
level	ekvidi	ekvidi	to start seeing	grupo	alternativoj	prononco
level	balancilo	balancilo	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	ekstervoje	on the way out	grupo	alternativoj	prononco
level	flugilo	flugilo	a wing	grupo	alternativoj	prononco
level	ekrigardi	ekrigardi	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	laŭtparolilo	a speaker	grupo	alternativoj	prononco
level	ekmire	ekmire	wonderously	grupo	alternativoj	prononco
level	dumtage	dumtage	at day	grupo	alternativoj	prononco
level	socio	socio	a society	grupo	alternativoj	prononco
level	doloriga	doloriga	causing pain	grupo	alternativoj	prononco
level	laborilo	laborilo	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	devojiĝi	to go astray	grupo	alternativoj	prononco
level	banujo	banujo	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	afiŝo	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	ellitiĝi	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	signifi	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	tondilo	scissors	grupo	alternativoj	prononco
level	besteto	besteto	a little animal	grupo	alternativoj	prononco
level	pasio	pasio	passion	grupo	alternativoj	prononco
level	bedaŭrinde	bedaŭrinde	unfortunately	grupo	alternativoj	prononco
level	ekdormi	ekdormi	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	aĉodora	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	tranĉilo	a knife	grupo	alternativoj	prononco
level	rano	rano	a frog	grupo	alternativoj	prononco
level	arboplena	arboplena	full of trees	grupo	alternativoj	prononco
level	vespere	vespere	in the evening	grupo	alternativoj	prononco
level	temo	temo	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	antaŭeniri	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	kalkulilo	a calculator	grupo	alternativoj	prononco
level	amikino	amikino	a girl friend	grupo	alternativoj	prononco
level	alilanda	alilanda	foreign	grupo	alternativoj	prononco
level	kovrilo	kovrilo	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	menuo	a menu	grupo	alternativoj	prononco
level	informilo	informilo	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	Venecia	Venice	grupo	alternativoj	prononco
level	teroro	teroro	a terror	grupo	alternativoj	prononco
level	doĝo	doĝo	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	kvanto	quantity, amount	grupo	alternativoj	prononco
level	batilo	batilo	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	kvalito	quality, property	grupo	alternativoj	prononco
level	laŭte	laŭte	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	-ut-	<suffix> conditional passive	grupo	alternativoj	prononco
level	kristnasko	kristnasko	Christmas	grupo	alternativoj	prononco
level	vivo	vivo	a life	grupo	alternativoj	prononco
level	freneza	freneza	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	solvi	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	rilate al	relating to	grupo	alternativoj	prononco
level	fi!	fi!	shit!	grupo	alternativoj	prononco
level	rideti	rideti	to smile	grupo	alternativoj	prononco
level	temas pri	temas pri	it is about	grupo	alternativoj	prononco
level	alilande	alilande	abroad	grupo	alternativoj	prononco
level	pli-malpli	pli-malpli	more or less	grupo	alternativoj	prononco
level	kadro	kadro	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	eta	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	dumil	two thousands	grupo	alternativoj	prononco
level	ŝtormo	ŝtormo	a storm	grupo	alternativoj	prononco
level	elektra	elektra	electric, electrical	grupo	alternativoj	prononco
level	ducent	ducent	two hundreds	grupo	alternativoj	prononco
level	lageto	lageto	a pond	grupo	alternativoj	prononco
level	tridek	tridek	thirty	grupo	alternativoj	prononco
level	kukurbo	kukurbo	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	varmete	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	dek naŭ	nineteen	grupo	alternativoj	prononco
level	eĥo	eĥo	an echo	grupo	alternativoj	prononco
level	ekrano	ekrano	a screen	grupo	alternativoj	prononco
level	dek sep	dek sep	seventeen	grupo	alternativoj	prononco
level	malvarmeta	malvarmeta	cool	grupo	alternativoj	prononco
level	dek kvin	dek kvin	fifteen	grupo	alternativoj	prononco
level	oratoro	oratoro	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	mansako	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	dek tri	thirteen	grupo	alternativoj	prononco
level	kristalo	kristalo	a crystal	grupo	alternativoj	prononco
level	cigaredo	cigaredo	a cigarette	grupo	alternativoj	prononco
level	pronomo	pronomo	a pronoun	grupo	alternativoj	prononco
level	frapeti	frapeti	to tap	grupo	alternativoj	prononco
level	nukso	nukso	a nut	grupo	alternativoj	prononco
level	dek unu	dek unu	eleven	grupo	alternativoj	prononco
level	mirinda	mirinda	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	pordego	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	funkcio	a function	grupo	alternativoj	prononco
level	impliki	impliki	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	tasko	a task, a job	grupo	alternativoj	prononco
level	tunelo	tunelo	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	volo	willingness	grupo	alternativoj	prononco
level	intermanĝeto	intermanĝeto	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	interreto	internet, Internet	grupo	alternativoj	prononco
level	tikli	tikli	to tickle	grupo	alternativoj	prononco
level	vigle	vigle	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	bendo	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	stulta	stupid, foolish	grupo	alternativoj	prononco
level	haloo	haloo	hello	grupo	alternativoj	prononco
level	himno	himno	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	taŭgi	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	plenaĝa	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	recenzi	to review, to write up	grupo	alternativoj	prononco
level	gratulo	gratulo	congratulation	grupo	alternativoj	prononco
level	flati	flati	to flatter	grupo	alternativoj	prononco
level	komitato	komitato	a committee	grupo	alternativoj	prononco
level	frataro	frataro	a group of bothers	grupo	alternativoj	prononco
level	dorno	dorno	a thorn	grupo	alternativoj	prononco
level	nebulo	nebulo	fog, mist	grupo	alternativoj	prononco
level	fervojo	fervojo	a railway	grupo	alternativoj	prononco
level	uzado	uzado	how to use, using	grupo	alternativoj	prononco
level	klimato	klimato	a climate	grupo	alternativoj	prononco
level	brakumo	brakumo	a hug	grupo	alternativoj	prononco
level	bandaĝo	bandaĝo	a bandage, dressing	grupo	alternativoj	prononco
level	drato	drato	a wire	grupo	alternativoj	prononco
level	unuo	unuo	unit	grupo	alternativoj	prononco
level	materialo	materialo	material, a material	grupo	alternativoj	prononco
level	malvarmumi	malvarmumi	to catch cold	grupo	alternativoj	prononco
level	unue	unue	first of all	grupo	alternativoj	prononco
level	gramo	gramo	a gram	grupo	alternativoj	prononco
level	turniĝi	turniĝi	to become turned	grupo	alternativoj	prononco
level	malsano	malsano	a disease	grupo	alternativoj	prononco
level	porcio	porcio	a portion, a share	grupo	alternativoj	prononco
level	armeo	armeo	an army	grupo	alternativoj	prononco
level	bulteno	bulteno	a bulletin, a newsletter	grupo	alternativoj	prononco
level	partio	partio	party, a party, a match, a side	grupo	alternativoj	prononco
level	trio	trio	a trio	grupo	alternativoj	prononco
level	proksimume	proksimume	approximately, about	grupo	alternativoj	prononco
level	determini	determini	to determine	grupo	alternativoj	prononco
level	oferi	oferi	to sacrifice, to offer, to offer up	grupo	alternativoj	prononco
level	naĝo	naĝo	swimming, bathe	grupo	alternativoj	prononco
level	evidenta	evidenta	evident, clear, obvious	grupo	alternativoj	prononco
level	tria	tria	third	grupo	alternativoj	prononco
level	familiara	familiara	familiar, friendly	grupo	alternativoj	prononco
level	pastro	pastro	a priest, a clergyman, a pastor	grupo	alternativoj	prononco
level	foliumi	foliumi	to turn pages, to browse, to leaf through	grupo	alternativoj	prononco
level	sufiĉi	sufiĉi	to be sufficient	grupo	alternativoj	prononco
level	okulumi	okulumi	to make eyes at, to ogle, to stare at, to wink	grupo	alternativoj	prononco
level	ekzakta	ekzakta	exact	grupo	alternativoj	prononco
level	konstati	konstati	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	tombo	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	sperto	an experience	grupo	alternativoj	prononco
level	ŝmiri	ŝmiri	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	pioniro	a pioneer	grupo	alternativoj	prononco
level	emerito	emerito	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	skribilo	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	favora	favorable	grupo	alternativoj	prononco
level	kaĉo	kaĉo	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	senhalte	without pause	grupo	alternativoj	prononco
level	horizonto	horizonto	a horizon	grupo	alternativoj	prononco
level	vertikalo	vertikalo	a vertical line	grupo	alternativoj	prononco
level	protekti	protekti	to protect	grupo	alternativoj	prononco
level	fikcio	fikcio	a fiction	grupo	alternativoj	prononco
level	ventumi	ventumi	to fan, to aerate	grupo	alternativoj	prononco
level	obstaklo	obstaklo	an obstacle	grupo	alternativoj	prononco
level	satiĝi	satiĝi	to become satisfied	grupo	alternativoj	prononco
level	kredito	kredito	a credit	grupo	alternativoj	prononco
level	rompiĝi	rompiĝi	to become broken	grupo	alternativoj	prononco
level	dorloti	dorloti	to pamper, to coddle, to pet, to dote	grupo	alternativoj	prononco
level	epoko	epoko	an epoch, an age, a period, time	grupo	alternativoj	prononco
level	ventumilo	ventumilo	a fan	grupo	alternativoj	prononco
level	nutri	nutri	to nourish, to feed	grupo	alternativoj	prononco
level	maizo	maizo	a maize, a corn, a mealies	grupo	alternativoj	prononco
level	influi	influi	to influence, to affect	grupo	alternativoj	prononco
level	reviziti	reviziti	to visit again	grupo	alternativoj	prononco
level	graveda	graveda	pregnant	grupo	alternativoj	prononco
level	potenco	potenco	a power	grupo	alternativoj	prononco
level	surprizi	surprizi	to surprise	grupo	alternativoj	prononco
level	minimumo	minimumo	a minimum	grupo	alternativoj	prononco
level	fabo	fabo	a bean, a fava bean, a broad bean	grupo	alternativoj	prononco
level	renkontiĝi	renkontiĝi	to meet	grupo	alternativoj	prononco
level	abunda	abunda	abundant, copious, bountiful	grupo	alternativoj	prononco
